delta_time,delta_radius,E_pro,E_del,R_prompt,R_delayed,,,#NOME?
851968,19471.42188,4.82820034,2.7804389,9102.495117,10704.26172,,,
983040,20221.19531,4.82820034,2.153369427,9102.495117,11394.12402,,,
327680,407.98703,4.82820034,2.188373566,9102.495117,8975.87793,,,
524288,19407.37891,2.188373566,2.7804389,8975.87793,10704.26172,,,
655360,20147.29492,2.188373566,2.153369427,8975.87793,11394.12402,,,
327680,346.3253784,4.71911478,2.195458412,16581.99414,16557.05469,,,
65536,414.6127319,5.627805233,2.17181015,16669.00977,16628.83008,,,
327680,15091.72559,5.627805233,5.115026951,16669.00977,17400,,,
458752,15133.5332,5.627805233,2.061523676,16669.00977,17400,,,
262144,15292.55469,2.17181015,5.115026951,16628.83008,17400,,,
393216,15335.77539,2.17181015,2.061523676,16628.83008,17400,,,
131072,722.4561157,2.700141907,2.146099806,9505.229492,9164.983398,,,
65536,255.0402069,4.779108524,2.237580299,10007.9375,9899.705078,,,
589824,12490.13867,4.779108524,3.994540453,10007.9375,13392.42676,,,
720896,12420.67188,4.779108524,2.241370916,10007.9375,13934.87891,,,
524288,12244.62891,2.237580299,3.994540453,9899.705078,13392.42676,,,
655360,12173.3584,2.237580299,2.241370916,9899.705078,13934.87891,,,
262144,130.4128723,4.979187489,2.24502635,8602.674805,8701.959961,,,
196608,300.9049683,3.978513479,2.179321766,15338.85547,15354.85156,,,
524288,264.5397644,3.082242966,2.289008856,9581.703125,9477.030273,,,
393216,1197.621338,2.853369236,2.317326546,15949.12793,16570.55859,,,
262144,344.3339233,1.487180829,2.168847799,13915.5166,14039.73535,,,
65536,309.9603577,2.082987785,2.227144241,14011.14258,13943.08301,,,
65536,334.4656677,1.798965454,2.262210369,11567.47656,11431.46094,,,
196608,120.419136,2.884256363,2.358347893,15260.75586,15253.67188,,,
327680,434.0948792,2.447934389,2.207364321,14803.1875,14956.91797,,,
65536,591.6714478,4.441651821,2.171488285,10753.58691,10579.09863,,,
196608,239.4906769,2.730786562,2.274108648,5383.678711,5363.894531,,,
262144,62.38256073,3.482951403,2.258329153,14808.2041,14844.66895,,,
65536,198.4342804,2.053367853,2.190471411,17400,17399.99219,,,
262144,795.2385864,3.292428493,2.140602827,12226.53125,11807.99023,,,
65536,136.0568542,4.237130642,2.241977453,14075.73828,14026.96973,,,
458752,358.7530518,4.484246254,2.228188753,15968.15625,15788.65527,,,
131072,382.750885,1.963774681,2.236850023,16610.39648,16802.10938,,,
65536,321.6779785,4.077061653,2.248015404,10214.52734,10316.11426,,,
131072,290.0898438,1.763380289,2.240974188,16254.89453,16070.52734,,,
65536,331.3048706,6.707186699,2.20650506,16069.88184,16256.79883,,,
65536,299.2792664,1.471852541,2.25252676,15322.27051,15258.64648,,,
65536,203.8772583,8.417934418,2.271744251,14465.91895,14411.18555,,,
262144,260.2532654,4.370474339,2.30188632,8836.944336,8892.470703,,,
65536,285.2170715,3.118523359,2.295085669,16635.01172,16740.79883,,,
393216,138.0640106,1.788067937,2.220984221,13695.72266,13745.31055,,,
655360,307.5485229,2.281326532,2.237910271,15381.20117,15132.52441,,,
131072,122.3777313,3.888381958,2.089317799,12121.26758,12011.08203,,,
65536,239.3554993,2.109869242,2.35494256,16944.39453,17073.2168,,,
65536,1048.940308,2.318966866,2.14388752,16273.26172,15371.62598,,,
196608,302.3288879,1.825662255,2.295173168,14715.59277,14785.65234,,,
65536,269.1939697,2.53764534,2.286258221,16295.44922,16040.70703,,,
196608,378.3299255,3.356278181,2.270390511,13113.25293,13200.37988,,,
131072,1511.631592,4.553668499,2.229278564,9820.705078,8875.032227,,,
327680,300.5808105,5.135136604,2.28894639,9776.650391,9503.165039,,,
524288,157.0074463,4.570555687,2.245827436,15030.6084,15105.19727,,,
851968,210.3057251,3.791884899,2.247475386,14427.77637,14225.06836,,,
131072,370.5585022,1.20650804,2.326653481,15877.71777,15952.5625,,,
65536,344.5654297,2.624889135,2.211050987,16939.38672,16927.3457,,,
262144,359.9271545,3.012229919,2.182458162,8972.726563,8779.75293,,,
393216,803.8425903,4.135468483,2.276725531,15674.61621,15525.40625,,,
327680,26246.36719,4.135468483,4.911903381,15674.61621,11265.7334,,,
917504,25742.72656,4.135468483,2.259959459,15674.61621,10814.93555,,,
524288,25692.48242,2.276725531,2.259959459,15525.40625,10814.93555,,,
196608,87.26668549,2.951124668,2.262862206,9307.59082,9278.817383,,,
196608,718.1453247,1.859010935,2.252173185,15882.47852,15793.64746,,,
65536,277.2146912,4.604653358,2.240623951,16489.16406,16479.95898,,,
131072,98.55725098,3.631408215,2.187643766,16585.5957,16613.9375,,,
262144,314.7051086,2.100671291,2.335432768,14109.71094,14362.39648,,,
131072,678.2915039,1.970142722,2.290544033,16838.03125,17011.12109,,,
458752,421.1347351,2.289212704,2.210824966,14790.19043,14529.7002,,,
65536,1026.99231,5.000237942,2.132535934,14016.73145,13656.4082,,,
262144,768.5922852,5.600473404,2.177847624,15409.25879,15177.63965,,,
327680,968.4422607,3.720134497,2.225374937,8821.495117,7974.879883,,,
720896,12681.56055,3.151377916,3.802996159,14711.84961,16068.44434,,,
786432,12068.79883,3.151377916,2.159731627,14711.84961,15628.27246,,,
720896,12850.76465,2.258407354,3.802996159,15150.90625,16068.44434,,,
786432,12251.62305,2.258407354,2.159731627,15150.90625,15628.27246,,,
131072,167.2591095,3.523529291,2.331421137,16419.64648,16417.57422,,,
65536,189.580368,2.46453166,2.236084223,12893.62988,12898.47461,,,
65536,316.375061,3.542803764,2.257650137,13801.0957,13835.76074,,,
131072,1059.174927,3.184857368,2.233329296,16700.33789,16870.26953,,,
196608,195.1417694,3.870170593,2.276015043,6229.248047,6053.393066,,,
327680,226.6688995,4.105169773,2.283532858,8381.554688,8201.904297,,,
196608,98.41628265,4.809111595,2.215118647,7610.942383,7595.040527,,,
65536,572.7684937,3.163182735,2.312125683,15006.28418,15011.55957,,,
131072,210.2341461,2.938070774,2.249017239,10765.0625,10737.62305,,,
393216,202.9108124,1.95550251,2.338012218,17399.98633,17400,,,
65536,245.6543427,2.788573503,2.249298096,5770.861816,5550.27002,,,
983040,10624.79883,1.730323553,3.540219069,9927.319336,13817.30371,,,
983040,10214.25586,1.730323553,2.354204178,9927.319336,13046.07715,,,
131072,262.0603333,1.730323553,2.218386412,9927.319336,9685.677734,,,
851968,10504.63281,2.218386412,3.540219069,9685.677734,13817.30371,,,
851968,10079.49414,2.218386412,2.354204178,9685.677734,13046.07715,,,
524288,349.8115234,3.709892511,2.277405024,14571.58398,14422.57715,,,
327680,986.2789917,2.42601037,2.287076473,15050.56836,14972.34082,,,
65536,456.9586182,5.256264687,2.263221264,11901.46289,12114.0498,,,
327680,457.6166992,3.629203558,2.297680616,11923.54297,12094.52344,,,
458752,355.5957031,3.784421921,2.207097292,15023.97852,15006.99512,,,
196608,53.77420425,4.547115803,2.241141558,16461.77344,16478.86523,,,
327680,1476.846558,4.093409061,2.206810951,11984.37207,11416.63574,,,
327680,367.1913147,3.313190937,1.866693258,17164.23047,17399.99609,,,
262144,336.2815552,3.451871634,2.318717241,5511.620117,5555.925293,,,
196608,730.4389648,1.62609303,2.166050911,12599.43066,12808.3457,,,
262144,374.1691895,1.915331483,2.22420311,12189.77051,12260.35449,,,
65536,441.6683044,3.58920908,2.216254234,8320.920898,8325.430664,,,
262144,268.3630981,4.45361948,2.219233274,6392.765137,6244.350586,,,
131072,144.5200958,5.820298672,2.391057014,17400,17393.73633,,,
131072,295.1086731,5.775419712,2.222055674,7809.391602,7799.583008,,,
65536,140.8269958,1.970800519,2.192773104,16929.22852,16862.86133,,,
393216,281.1738892,4.17847681,2.262012482,12677.71191,12855.01758,,,
589824,141.7540283,1.739003897,2.301913977,17107.50586,17074.07031,,,
65536,448.9659119,3.117758751,2.217643023,14259.98438,13821.63281,,,
196608,525.4501953,7.02324152,2.229043245,10108.98145,10416.13477,,,
65536,253.8989716,2.672480583,2.310323238,14100.86035,14300.90918,,,
65536,411.4447632,3.776693583,2.299533129,16063.41992,15866.04688,,,
131072,506.1412354,3.054059267,2.25746727,11735.02539,11594.79297,,,
65536,537.5407104,3.709404707,2.21948123,16324.90918,16624.34375,,,
131072,715.1479492,2.158344507,2.233127832,16055.74121,16707.29297,,,
327680,448.7602234,3.312002182,2.225557327,13468.87109,13830.97266,,,
196608,200.5786285,4.334271908,2.197018385,10980.83496,11119.5,,,
720896,570.6867676,4.716923714,2.275164843,10033.37793,10445.63379,,,
262144,356.6991882,3.348436594,2.199746132,15485.40234,15614.08398,,,
65536,502.698761,2.967867374,2.261787176,13377.77246,12927.31543,,,
589824,639.7399902,3.086582422,2.216960669,11628.15039,11481.05664,,,
393216,488.3343506,4.674547195,2.209764004,10922.26367,11048.05957,,,
524288,323.1583557,2.279937506,2.26052022,15328.69629,15588.95801,,,
720896,277.159729,3.036174059,2.346891403,17241.41406,17367.87891,,,
131072,138.532608,2.226741552,2.294585943,8644.494141,8751.360352,,,
131072,117.3093796,3.729347467,2.328971624,11668.375,11730.39746,,,
131072,482.8765564,2.98720026,2.143159151,13168.7334,13044.22461,,,
131072,479.7342834,5.02816534,0.313502848,17400,17328.86523,,,
393216,326.2820435,2.864197016,2.285618305,12560.76465,12754.57617,,,
131072,223.4171448,3.651087523,2.188007832,12898.63574,12951.82227,,,
65536,207.7215271,3.167538881,2.308181763,14947.15527,15006.50195,,,
65536,140.4542847,4.637798786,2.289316654,11555.50586,11563.99609,,,
327680,133.992218,5.114104748,2.29526186,14658.25293,14679.15723,,,
131072,270.715332,4.910126209,2.230475426,10348.16309,10540.87402,,,
196608,1035.460449,2.967362404,2.201020241,14131.62305,14499.63867,,,
65536,525.1234131,4.43743515,2.181424379,7771.518066,7401.215332,,,
131072,327.9621582,5.920753479,2.265470743,17169.80469,16869.9043,,,
983040,594.8017578,5.73384428,2.19601655,14625.1709,14146.30371,,,
65536,757.0616455,5.246322155,2.262943983,13522.5,13936.93359,,,
262144,443.2958679,2.777630329,2.25357008,15184.61523,15448.18359,,,
65536,434.9092102,1.004494667,2.206440687,15984.01855,16082.30762,,,
65536,575.3267822,1.804200411,2.272142172,15805.80273,16302.3623,,,
131072,496.6033325,2.05435133,2.248280764,11276.38965,11587.15527,,,
65536,543.2460327,2.540355206,2.239426613,11501.02051,11045.12988,,,
589824,587.5703125,4.283456326,2.199871302,7464.930664,7659.69043,,,
65536,261.6498718,3.295123577,2.173753738,14060.53223,14211.88574,,,
458752,403.0172119,2.049196959,2.277857065,14988.82813,15289.03906,,,
65536,443.463562,1.89600873,2.287629843,10374.02832,10454.1084,,,
262144,197.7988434,2.717531919,2.26963377,14308.5,14422.58203,,,
131072,347.7079163,3.376087666,2.223470926,16262.62598,16261.33789,,,
655360,270.7371521,1.889469862,2.198876143,10906.02148,10780.77637,,,
65536,434.8769226,4.678991318,2.258928537,16084.28418,15901.22754,,,
65536,180.0502014,6.014370918,2.219051361,12759.3252,12716.21973,,,
262144,247.3104401,3.572245359,2.242076159,17400,17400,,,
327680,595.1255493,3.895042419,2.256803989,8330.723633,8253.355469,,,
262144,259.8495483,5.03717804,2.235937357,6054.868652,5898.067383,,,
327680,260.6495972,3.526012421,2.21648407,13068.26367,13273.56055,,,
393216,215.197525,5.079921722,2.283963919,12404.47363,12227.73145,,,
131072,196.4042816,3.022203207,2.169299603,16972.23047,16796.80469,,,
196608,214.8149567,3.748751163,2.25770998,15339.09863,15214.90723,,,
196608,454.5973206,4.128309727,2.301187754,7109.355469,7394.987305,,,
65536,15440.72461,2.181940317,8.357580185,14507.64746,10076.92285,,,
458752,15200.96289,2.181940317,2.244505405,14507.64746,10266.29199,,,
589824,656.8649292,2.181940317,2.253817797,14507.64746,14217.35254,,,
65536,266.8662415,0.99749893,2.257649899,17399.99805,17398.85938,,,
196608,197.6556396,5.358474255,2.213991642,16734.67773,16769.14648,,,
65536,370.1341858,3.109027147,2.29413271,14541.30859,14455.83301,,,
327680,338.5901489,1.632842064,2.245257616,14552.11328,14360.32324,,,
196608,373.8083191,5.176633358,2.257303238,8580.920898,8219.632813,,,
131072,349.7435608,2.903247118,2.37058568,7503.397461,7666.571777,,,
655360,467.879425,3.838162422,2.303063154,8117.339355,7970.71875,,,
196608,308.5309448,5.383440495,2.282246351,14443.19043,14531.15234,,,
65536,1119.554077,2.52664566,2.212662458,12940.80273,13572.71484,,,
524288,773.2321167,2.274512291,2.178531885,14520.36133,14221.18164,,,
262144,1592.621704,3.436009884,2.271527052,12364.14648,12485.28027,,,
196608,892.3804321,3.898247004,2.251263857,15639.96582,15284.5791,,,
589824,392.6639404,5.172849655,2.276104689,14251.8584,14321.64844,,,
65536,831.2792969,2.393552542,2.175293922,5917.702637,5909.636719,,,
131072,511.8331909,3.868240356,2.28391242,15718.44824,15388.74805,,,
524288,8048.651855,4.505701065,2.137676001,13673.75586,14434.83887,,,
589824,8031.489258,4.505701065,4.98155117,13673.75586,14131.63281,,,
524288,7997.113281,2.300779581,2.137676001,13544.02148,14434.83887,,,
589824,7975.966309,2.300779581,4.98155117,13544.02148,14131.63281,,,
65536,935.6114502,2.902148724,2.172548771,9751.017578,10082.12207,,,
131072,537.3613281,2.277702332,2.269741535,13261.21094,13126.97461,,,
196608,509.313324,5.251599312,0.443186373,17233.20117,17400,,,
131072,195.7404785,6.456253529,2.27596879,4953.520996,4837.791992,,,
65536,381.6772766,4.440392971,2.245977879,17286.73242,17004.26563,,,
131072,464.4726257,3.470156193,2.169451952,6650.915039,6928.336426,,,
262144,870.3417969,2.218412876,2.186621428,9815.698242,9334.566406,,,
262144,823.9986572,3.608350039,2.168678999,17399.99219,16669.08984,,,
327680,415.745636,1.849781513,2.200296402,11122.30273,11508.45508,,,
393216,254.4730988,3.618587494,2.192284822,16999.83984,17017.52344,,,
262144,394.8392029,3.825821161,2.295961857,12437.7793,12707.58984,,,
262144,351.0006714,2.672175407,2.234172344,5564.248047,5765.447266,,,
393216,359.1912842,3.140488625,2.329073906,4364.029785,4394.27002,,,
196608,733.255127,2.448824167,2.142856121,12208.41113,12831.66113,,,
65536,479.2646484,3.82084322,2.100516558,17400,17400,,,
65536,624.8491821,7.801895618,2.206851244,14592.3125,15202.52148,,,
196608,179.9825134,4.102553844,2.248305798,14754.99121,14716.42188,,,
917504,189.1886444,2.357370615,2.187269688,14958.24707,15019.34473,,,
131072,277.0439453,2.237013102,2.175218105,6288.166504,6310.063477,,,
458752,204.5773163,2.487502337,2.319089651,8400.930664,8292.161133,,,
196608,327.776947,2.441211224,2.266992807,5603.625977,5875.060547,,,
65536,347.1888428,4.531152725,2.250228643,14422.52051,14236.78516,,,
196608,396.635437,2.31969142,2.260100842,17267.94922,17357.9043,,,
262144,221.3631897,2.619401932,2.23607111,8369.835938,8455.700195,,,
196608,733.7205811,1.858155489,2.204408646,17050.51172,17191.25781,,,
524288,726.9898682,4.461192131,2.19693017,11482.14844,12122.53613,,,
327680,9722.647461,1.209398746,3.945408583,12197.67285,15558.96582,,,
720896,9617.771484,1.209398746,2.19550395,12197.67285,15869.55176,,,
327680,9560.219727,2.327628851,3.945408583,12215.72852,15558.96582,,,
720896,9449.664063,2.327628851,2.19550395,12215.72852,15869.55176,,,
589824,860.8251343,4.644676685,2.202530861,13248.62402,12906.86426,,,
327680,556.1851807,3.376684904,2.236167669,15745.70605,16005.02734,,,
65536,535.8851929,4.807022572,2.228336573,15879.66309,15711.56738,,,
655360,278.1483459,5.063989639,2.284922361,14504.49609,14596.32813,,,
393216,325.4766846,3.695738077,2.309509039,14442.80762,14308.15137,,,
131072,182.8796082,2.715578556,2.196037292,12009.02832,11851.67578,,,
262144,125.4837494,3.791622162,2.230329752,16920.30469,16879.02539,,,
393216,59.29837036,5.476041317,2.225063086,15869.62793,15888.74609,,,
131072,511.9781494,2.588574409,2.318708658,12728.66113,12331.71289,,,
131072,405.4371948,2.384967804,2.220716238,14108.31836,14104.1123,,,
655360,593.6477051,4.050742626,2.215569496,9388.669922,9670.84668,,,
131072,654.0020752,2.740114212,2.250120163,9470.195313,9477.953125,,,
458752,135.6409607,3.349885225,2.264275551,14420.12305,14307.83984,,,
327680,220.1512146,2.14580965,2.242890358,7624.164551,7648.974609,,,
196608,705.3745728,2.823699236,2.14080596,14575.0791,14823.59863,,,
131072,268.9647827,1.556687713,2.256500721,10671.53027,10615.1123,,,
524288,8470.512695,3.687873602,2.450801134,11094.33398,10112.19922,,,
720896,8477.117188,3.687873602,2.246359348,11094.33398,10248.61816,,,
65536,635.3971558,3.687873602,2.262408018,11094.33398,11190.89063,,,
458752,8726.738281,2.262408018,2.450801134,11190.89063,10112.19922,,,
655360,8720.991211,2.262408018,2.246359348,11190.89063,10248.61816,,,
196608,197.5411224,4.071913719,2.290575981,16005.19727,16164.76563,,,
131072,1108.199341,2.471294641,2.248044252,13701.9248,13889.43555,,,
131072,904.461731,3.82461071,2.151553154,10769.88086,11204.02246,,,
458752,132.9710999,2.358362436,2.117180347,15267.70996,15357.08594,,,
131072,214.1071014,6.881397247,2.193375349,16585.75,16595.60938,,,
393216,309.5803223,4.193044662,2.218284369,14239.71875,14541.25781,,,
393216,440.4148865,4.313015461,2.258803368,12767.62402,12488.93164,,,
196608,865.632019,1.536863327,2.196739674,8509.926758,9074.969727,,,
458752,529.2358398,2.565458298,2.176803827,7119.859375,6664.246582,,,
655360,981.8574829,2.064407825,2.247119665,8988.648438,9509.828125,,,
262144,616.2211914,4.196053505,2.254999161,9817.177734,9290.283203,,,
65536,471.949585,2.034818649,2.239528894,14011.1377,14028.79785,,,
131072,480.2312317,1.544430017,2.301179886,12460.15723,12696.98438,,,
131072,992.7563477,3.328001499,2.195360661,15096.84082,15806.83496,,,
196608,580.6709595,3.115112305,2.185720444,14163.24414,14508.66113,,,
458752,228.234436,2.529734135,2.197260857,11584.18848,11716.75879,,,
131072,81.85517883,2.722621918,2.280463219,17400,17391.2793,,,
196608,238.1340485,3.035625935,5.180184364,15807.94922,15696.30762,,,
65536,211.8736877,3.838508368,2.163939476,9867.625977,9716.600586,,,
65536,207.4824982,6.144658089,2.262540817,14625.13574,14803.50977,,,
65536,376.2220459,3.939126015,2.261406183,9531.536133,9518.193359,,,
65536,371.2364502,3.619889021,2.196781635,9628.267578,9848.713867,,,
131072,198.27771,2.749467373,2.26421833,1977.349731,1802.241089,,,
131072,120.6016235,3.26044631,2.281533718,11479.07617,11561.02051,,,
65536,598.3999023,4.0626297,2.224940062,15928.54492,16128.2207,,,
262144,372.0080261,2.16977644,2.316462994,2820.367188,2649.179932,,,
327680,278.6554565,1.042067766,2.239827156,12090.00195,11894.67676,,,
196608,276.5958557,2.699740648,2.219996452,7511.883789,7624.724121,,,
131072,212.9210052,1.681759357,2.302368641,16917.97266,16958.36719,,,
196608,455.5673523,2.816338062,2.146292448,16307.25195,16373.21582,,,
65536,285.2825623,1.718560934,2.162112713,5647.214355,5877.100586,,,
327680,190.4862976,2.2127316,2.324982882,12101.84766,12035.69336,,,
65536,882.6101685,2.101243258,2.284516096,14986.6377,14837.14258,,,
65536,291.3436279,4.045248032,2.283243656,14422.55566,14153.60938,,,
262144,458.3595276,2.929270506,2.316749334,9403.399414,9032.84375,,,
262144,339.423584,3.923915863,2.248577595,16543.84766,16261.8291,,,
458752,885.7758789,2.458813667,2.26018858,6206.29248,6999.289551,,,
262144,476.1573486,2.906642199,2.27350831,9548.038086,9219.77832,,,
196608,128.1793671,2.337716341,2.243513346,7283.839355,7285.249512,,,
196608,1017.146912,4.214495182,2.230480433,8970.104492,9970.080078,,,
327680,711.2001343,4.731413841,2.242855787,13746.71484,14340.64453,,,
131072,365.381134,3.203907013,2.274906158,15365.58594,15213.69824,,,
131072,349.1544495,2.893094778,2.20241785,10550.83691,10692.51172,,,
327680,180.7327576,1.322215676,2.23398447,17229.90234,17058.1543,,,
196608,339.4106445,2.470288992,2.290989161,15841.73633,15993.56934,,,
131072,131.4586945,6.774930477,2.261914968,12001.53906,11894.70313,,,
393216,241.2141418,3.237323523,2.172378778,9230.566406,9250.604492,,,
786432,407.9476318,4.379716396,2.26179409,16189.52148,15939.38281,,,
851968,23770.06055,2.26179409,3.938081503,15939.38281,14501.95605,,,
65536,243.230545,2.159729719,2.265408278,16438.48828,16544.96289,,,
65536,121.2897339,1.701171517,2.252532721,16691.1582,16570.44531,,,
327680,576.2453613,3.353226662,2.294174671,14281.52441,14675.12109,,,
65536,518.5545654,2.322726488,2.161494017,14690.78711,14692.31055,,,
262144,213.9331055,5.220837593,2.350983381,13682.53711,13699.87891,,,
131072,70.26603699,3.817242622,2.273756504,16343.40039,16369.67285,,,
327680,633.9606934,3.866778612,2.26438427,10958.11621,11117.97949,,,
851968,20440.12305,2.26438427,3.171724558,11117.97949,15106.12305,,,
196608,318.7179565,4.42438364,2.239335299,8612.00293,8894.905273,,,
851968,314.0612793,4.613689423,2.257350206,14403.84961,14119.8916,,,
196608,478.2355652,3.052954197,2.16225338,13452.62012,13551.66211,,,
262144,275.943634,1.491694689,2.208625555,14168.21094,14129.39941,,,
262144,164.3765106,3.401367188,2.182915688,14397.49609,14474.27148,,,
327680,134.9664154,6.037520885,2.254250288,14487.60254,14404.02344,,,
720896,654.7456055,2.405521154,2.17536211,10313.9502,9803.285156,,,
458752,280.06604,3.239791393,2.245525122,14217.26758,14205.04492,,,
131072,179.7563324,4.580510139,2.238766909,14155.20605,14316.46582,,,
196608,167.37146,4.129851818,2.16980195,12599.21582,12755.71191,,,
131072,204.0479126,1.752333999,2.214553118,16846.38672,16809.74023,,,
65536,510.7328796,1.760105968,2.284982681,15931.66895,16038.69434,,,
196608,104.938652,3.669742346,2.224216461,14820.78125,14757.39355,,,
720896,234.385788,1.542461514,2.347545862,17400,17400,,,
65536,125.7557831,4.207908154,2.256334305,17338.21875,17226.61523,,,
65536,139.7762299,3.321851254,2.194127798,14587.49609,14639.28906,,,
655360,264.9986267,7.196247101,2.333211184,13139.56738,13180.71191,,,
262144,187.7988281,1.402180195,2.242063999,16808.47266,16654.70508,,,
327680,679.5810547,2.830436945,5.009867668,14659.12988,14697.19629,,,
393216,286.6820374,2.428386927,2.349686146,16305.59082,16365.50684,,,
458752,164.4896393,3.527685642,2.299357176,16376.50684,16515.69141,,,
65536,746.3239746,1.745021701,2.239218473,17370.5332,16989.21094,,,
65536,228.8434601,5.117778301,2.311326027,17360.64453,17345.0293,,,
65536,283.1983337,3.45629096,2.281447411,6178.963867,6421.883789,,,
196608,348.4039001,1.231285095,2.357185364,16722.4082,16719.64453,,,
262144,110.3906326,3.975735188,2.208021641,14718.91602,14822.92285,,,
655360,227.0871887,4.318611622,2.161332607,8426.724609,8241.485352,,,
655360,180.5006561,3.927303791,2.29714036,15034.34277,15173.90625,,,
327680,236.3155975,6.122552395,2.309123039,14041.50098,14241.54688,,,
458752,986.0740967,3.496584177,2.178385735,5914.282227,6824.345215,,,
262144,331.8125305,1.153592229,2.245588303,12495.12402,12503.83496,,,
196608,219.0156097,3.984961271,2.245507956,6323.496582,6204.865723,,,
196608,211.2926178,2.464684248,2.238553762,15408.88965,15315.89941,,,
131072,198.028183,3.681033134,2.234372139,12560.54883,12628.39844,,,
327680,398.4873962,3.445086241,2.252091408,14449.36133,14604.00488,,,
65536,662.9678955,2.663350344,2.226632118,16305.78516,16599.30859,,,
262144,261.3841248,2.281291485,2.128781796,15005.48633,14897.04102,,,
327680,688.8432007,1.364599943,2.290807724,7177.092285,7584.867676,,,
196608,693.7949829,6.972411156,2.193635702,13703.30664,13214.13281,,,
131072,137.2113037,4.027240753,2.191629648,8998.064453,8989.742188,,,
65536,546.6046143,3.646960974,2.311744213,14995.48438,14506.9375,,,
786432,400.1763916,1.657473683,2.285454988,9623.950195,9509.442383,,,
196608,532.8969116,1.519347906,2.288898468,12132.13672,11974.38379,,,
393216,204.9095001,5.139968872,2.307858467,11337.88477,11457.63672,,,
655360,343.0910645,2.000972748,2.189255714,7886.10498,8000.359375,,,
65536,90.21681213,4.528388023,2.243788004,10461.98145,10429.8623,,,
65536,201.3808136,3.330344439,2.332340717,16771.03906,16787.1875,,,
196608,266.6820679,3.251335144,2.299371004,16710.42578,16454.03906,,,
458752,203.229248,4.327084541,2.183457613,14040.50977,13947.80078,,,
131072,1073.163696,2.757501602,2.306610107,10924.7207,10648.24414,,,
131072,626.8051758,1.508191586,2.27446866,8577.928711,8502.951172,,,
786432,675.4640503,2.293625116,2.142852306,14652.80762,14478.84277,,,
65536,111.5648651,1.358496547,2.315359116,17022.79883,17129.94141,,,
458752,578.1520386,3.992962122,2.173424482,14414.4209,14655.89063,,,
524288,698.5568848,4.514593601,2.159893274,12599.21191,11929.3418,,,
131072,1030.105835,2.458553314,2.28777504,14844.41797,14366.84668,,,
262144,146.509552,3.087841988,2.262933016,17225.08398,17212.97656,,,
983040,185.6526642,0.763807297,2.248089075,17188.1875,17357.45313,,,
65536,245.1156158,3.428035021,2.209151745,12027.76074,12117.87598,,,
393216,425.5154419,1.842505336,2.250924587,16798.06445,16552.19727,,,
65536,686.3256836,4.963174343,2.30442214,10588.92285,9999.726563,,,
131072,324.6949768,5.646688938,2.380543232,6611.630371,6640.875977,,,
458752,304.151947,4.402331829,2.196911335,11994.08594,11690.20215,,,
196608,212.2440491,3.145427942,2.229620457,13207.94141,13329.35156,,,
65536,233.2455902,2.834878206,2.287182808,15056.99121,14886.53711,,,
196608,15614.9834,2.834878206,3.945368528,15056.99121,8856.838867,,,
327680,15736.39063,2.834878206,2.278586626,15056.99121,8848.025391,,,
131072,15394.51074,2.287182808,3.945368528,14886.53711,8856.838867,,,
262144,15515.37891,2.287182808,2.278586626,14886.53711,8848.025391,,,
131072,396.9136047,4.276395798,2.287598372,16038.18945,16324.10938,,,
131072,429.5461731,2.179335117,2.272648335,16445.47852,16383.77344,,,
327680,1067.916992,3.053198814,2.211876631,13757.76855,13321.03906,,,
196608,51.9424057,1.864031076,2.249743223,15091.2998,15060.31543,,,
262144,91.52659607,5.569928169,2.307338715,11860.56641,11841.28711,,,
589824,382.4327087,4.920305729,2.227401018,16537.30078,16317.02637,,,
65536,168.3163147,3.608189344,2.198088408,13321.80078,13314.93652,,,
655360,454.4146729,4.188941002,2.086051464,17162.9375,17400,,,
131072,261.3080139,6.460319042,2.266971588,11317.75781,11486.82227,,,
262144,166.1508331,1.972922087,2.252915144,11573.46387,11563.58301,,,
65536,379.305603,2.468356371,2.254922152,14139.73242,14190.52344,,,
458752,823.0154419,3.536976576,2.325878859,8741.674805,8731.445313,,,
65536,191.0826874,3.427358627,2.265879154,11954.60156,12040.68848,,,
65536,537.7290649,8.508943558,2.236580372,12752.2168,12424.74902,,,
131072,155.2403107,2.903516769,2.136012077,11683.96191,11757.53418,,,
131072,162.3964844,5.776391506,2.275764704,17400,17400,,,
393216,311.3430786,3.451807022,2.307218552,16333.7334,16098.70898,,,
131072,518.3921509,2.201472044,2.343541861,14422.56836,13924.59473,,,
196608,154.065567,3.862989187,2.258126497,15039.04688,15016.48828,,,
1048576,935.9123535,4.786217213,2.148518085,3588.479736,3619.153076,,,
131072,770.1891479,1.311694384,2.280650377,7428.460449,7720.834473,,,
131072,367.3644409,4.621061802,2.228726864,12698.74414,12432.54199,,,
524288,413.317688,5.139343739,2.214541435,14352.66895,14764.00391,,,
458752,772.2613525,3.609139919,2.29240942,17225.30469,17374.07031,,,
327680,574.9697876,3.289246321,2.256138325,15768.58594,15333.76953,,,
65536,301.7304688,3.272999287,2.167675257,17400,17400,,,
262144,652.8881836,1.678739667,2.267865896,17400,16971.84375,,,
327680,342.2135925,1.565832376,2.304139853,3251.900635,3214.746582,,,
65536,212.4188232,5.490983486,2.289555311,16931.70313,16854.77539,,,
131072,214.2436218,1.997875452,2.157801867,12480.98047,12663.95313,,,
